0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
-0.081886634,0.06003276,0.11202234,0.08865258,0.008786042,0.08645276,0.15614982,0.003818678,-0.12166775,0.2598336,-0.064940974,0.08986302,0.01951027,0.07208377,0.056970272,-0.058575068,0.09917663,-0.09421015,-0.05499662,0.13275675,0.12301756,0.051427867,-0.065505736,0.07276627,-0.009500545,0.25023434,0.1669996,0.007152014,-0.0009442523,0.24797197,0.13581273,0.1437786,0.12540148,0.049990956,-0.02684071,0.0953363,0.019661998,0.039616782,-0.06932041,0.031171292,-0.11990072,-0.24478836,0.16413255,0.14991225,0.099115424,0.24697644,0.20285377,-0.096242055,0.2617308,0.070027485,0.031052303,0.25461823,0.0036812164,0.1777061,-0.12563795,0.16470313,0.08854425,0.13307248,-0.031140303,-0.0017640822,-0.012320935,-0.008351189,0.08970442,0.04724449,0.019790756,-0.17949961,-0.10738307,0.2115611,0.06129119,0.105469696,-0.02013866,-0.099183895,-0.039369635,0.015868347,0.120305985,-0.10189336,0.043954,0.05419323,-0.007984632,0.17754124,0.16322455,0.19936554,0.1699383,-0.012406293,-0.08865048,0.21282077,0.23801084,0.002507788,-0.18605328,-0.14730124,0.047766373,-0.03590305,0.35181028,0.075157456,-0.03485474,-0.2994479,0.027204785,0.08426753,0.026090577,-0.120498754,0.21716407,0.17689222,0.16783787,0.041696686,0.05396385,6.579291,-0.0070234416,0.018112415,0.18013205,-0.73947406,0.12213065,-0.03769124,-0.05834977,0.16800189,-0.053133223,0.18703783,-0.013814062,0.032631684,0.15787008,0.018093765,0.15964933,0.022646198,-0.015259593,0.038011935,-0.026427615,0.25810686,-0.009927313,0.055663966,0.094438605,0.113567576,0.17597339,-0.07497314,0.049068127,0.027829636,-0.01626836,0.09432327,0.029465063,-0.04244759,-0.09208606,-7.3877625,0.058748286,0.038533647,0.041898664,0.22305974,0.042911235,0.18803354,0.2250629,0.13992628,-0.08555208,0.34371573,0.08822419,-0.032415822,0.06357243,1.1345227,0.110985376,0.049250484,-0.07735401,0.2963969,0.1971351,-0.071782306,0.058107886,-0.022613892,0.03723736,0.060846116,-9.00919e-06,0.38266996,-0.07325178,-0.14639786,0.025845135,0.046930388,0.16421479,0.02357635,-0.058015537,0.08086188,-0.003042887,0.2702757,-0.064991996,0.14617723,-0.07828725,0.2587195,-0.1199602,-9.448131,0.0591436,0.12785716,0.079668045,-0.0013898271,-0.110130765,-0.009986968,0.13459708,-0.12755534,0.10417251,-0.067534044
-0.09355982,-0.015855642,0.14042208,0.018929359,-0.037472036,0.07067422,0.13982646,-0.028783225,-0.08066924,0.27475291,-0.021498391,0.033530515,-0.07823693,0.10320334,0.10307468,-0.023294203,0.07589024,-0.058136392,-0.045909043,0.10933504,0.11889799,0.1016032,-0.08388662,0.045390245,0.017509611,0.2495284,0.19450171,-0.042170666,-0.008214112,0.22035314,0.112324,0.15330186,0.12198094,0.032517783,-0.05037511,0.11006942,0.07454836,-0.005486281,-0.068901904,0.037299067,-0.15776996,-0.2628826,0.18987116,0.12233277,0.07420084,0.24182425,0.15851706,-0.07757736,0.25967586,0.077243984,0.010689416,0.23932585,-0.036456533,0.19801757,-0.10759691,0.11966912,0.06446254,0.119008854,0.018482916,-0.02068475,-0.014718191,-0.039033618,0.11528995,0.058236297,-0.017642956,-0.16636826,-0.10380587,0.21159194,0.049378935,0.13123459,0.004670921,-0.070117906,-0.07797287,-0.011638535,0.12405636,-0.047886916,0.052976884,0.10708237,0.021524588,0.19916268,0.088207625,0.2024544,0.17695566,-0.017380571,-0.031257782,0.18128331,0.25729704,0.035223547,-0.14035499,-0.12355515,0.06367524,-0.060527876,0.3138696,0.12121537,-0.01093958,-0.22099555,0.054092657,0.09241653,0.019516675,-0.10980136,0.24142869,0.20906472,0.1539002,0.047735192,0.036460996,6.5753875,-0.008670223,0.02789183,0.21413928,-0.7119841,0.106783226,-0.043931056,-0.01428674,0.15620188,-0.027261226,0.16302443,0.013091783,0.09403089,0.111301824,0.020876404,0.14658077,0.025041332,-0.007921593,0.06291714,-0.0012906893,0.29297635,-0.037902318,-0.014941973,0.14096542,0.123358816,0.110147655,-0.048788052,0.023772955,0.024302756,-0.012776402,0.076190494,0.012126767,-0.02530533,-0.07170431,-7.416908,0.054194514,0.061044138,0.052938357,0.14538154,0.08752958,0.2093869,0.22586805,0.15188311,-0.121417314,0.32493675,0.047442835,-0.070024416,0.037128646,1.1064111,0.052572545,0.052472714,-0.079348005,0.27993715,0.20577934,-0.039050423,0.0467475,0.0032839193,0.025049765,0.069739364,0.03543238,0.4680701,-0.10453291,-0.10237974,0.05108553,0.0838036,0.17142309,0.046249665,-0.042827755,0.07155588,-0.00043995754,0.26462507,-0.03943895,0.1518049,-0.073792756,0.26008976,-0.16939716,-9.437316,-0.02690994,0.13817614,0.038108565,-0.023597265,-0.118062116,-0.006329067,0.14945436,-0.11808113,0.097078905,-0.024552198
-0.12015239,0.023797834,0.12550764,0.102001585,0.04137972,0.12607631,0.15439957,-0.0001694345,-0.111416,0.22118673,-0.040431313,0.079088174,-0.030507546,0.07149188,0.04488116,-0.03676716,0.051504754,-0.105466515,-0.021619886,0.13942865,0.18388236,0.07953176,-0.061911717,0.03506056,0.02327902,0.27221054,0.18199848,0.004237985,0.013961391,0.24535131,0.16348805,0.16033694,0.19476795,0.064779334,-0.037084572,0.08742778,0.019563079,0.061469797,-0.072515465,0.031234011,-0.115546726,-0.22457613,0.11050847,0.13706195,0.042663127,0.24497811,0.15620086,-0.10377641,0.25775203,0.02860389,0.025788225,0.23876134,-0.040712044,0.16466247,-0.12286644,0.14339338,0.054404788,0.09574579,-0.06897968,-0.04848825,-0.071037486,0.0063958555,0.058973823,0.014826556,-0.012938975,-0.13021028,-0.08651517,0.18365347,0.04725307,0.14198466,0.0020286506,-0.10098157,-0.036237434,0.0083060395,0.09890648,-0.08456182,0.059925206,0.082256414,0.036525067,0.15029933,0.114724025,0.19580387,0.16633248,-0.019809563,-0.06564195,0.20634295,0.21260379,0.05012093,-0.15754956,-0.12715702,0.101781584,-0.05252506,0.37120485,0.041069843,-0.049420554,-0.25759816,0.023852779,0.06767844,0.015513147,-0.09921816,0.23622741,0.17931482,0.15251014,0.03908482,0.053604256,6.56815,-0.032786265,0.027684914,0.12067258,-0.73549676,0.103306524,-0.014907685,-0.08720022,0.15657689,-0.013488404,0.13978092,-0.02638329,0.08240303,0.16589724,0.008430889,0.1336426,0.002364911,-0.04100234,0.0495611,-0.047509857,0.25505728,-0.01572349,0.077467844,0.05034817,0.12021258,0.15916319,-0.057599433,0.02838192,0.08128672,-0.06385242,0.1742843,0.080975376,-0.015480103,-0.07348555,-7.3945646,0.027054781,0.016816853,0.066076666,0.25203085,0.07201971,0.18702273,0.24536073,0.10303929,-0.07438999,0.37752417,0.057234485,-0.07462796,0.028471218,1.1770774,0.10942816,0.087579474,-0.11142812,0.26704863,0.1539156,-0.06698226,0.05793629,0.010535833,0.033930838,-0.006170155,0.017735796,0.39156914,-0.07232232,-0.17421785,0.040008303,0.08078943,0.17463902,0.03808579,-0.07162033,0.09882617,0.0016997233,0.29812926,-0.043320183,0.18539178,-0.06722117,0.26788148,-0.12060579,-9.449236,0.059672453,0.10517302,0.08427831,0.04090737,-0.10337139,-0.002848922,0.14576639,-0.09117554,0.122279145,-0.028128326
-0.09372171,0.043591656,0.121797435,0.071471095,0.02453957,0.105792254,0.1415098,0.0066785826,-0.111370094,0.26450977,-0.035796672,0.06809191,-0.025080573,0.07949243,0.059489086,-0.05209476,0.08534896,-0.09142879,-0.049019363,0.12793592,0.16317281,0.083271615,-0.07600042,0.035693668,0.012200816,0.26906455,0.17951955,0.027149456,0.00617031,0.25589904,0.13879466,0.16213863,0.16879037,0.05069012,-0.0185605,0.10774956,0.023170453,0.035430316,-0.08332657,0.026346954,-0.124623656,-0.2512363,0.14378226,0.16273992,0.06099472,0.24571311,0.19546404,-0.08298823,0.26315293,0.02359939,0.036604296,0.23119834,-0.007343691,0.16033392,-0.10437502,0.1432345,0.06402675,0.12270549,-0.04844601,-0.021575222,-0.024210038,-0.015419883,0.068781145,0.022714917,-0.00877545,-0.148592,-0.09099296,0.18760434,0.049011268,0.13344398,0.024016228,-0.11173297,-0.052536096,0.0039252415,0.109007604,-0.08655522,0.043623623,0.08567481,0.025452511,0.17513555,0.13942434,0.19151184,0.18345176,-0.030172989,-0.09297995,0.19771387,0.21124697,0.033389427,-0.17393236,-0.13295043,0.063945115,-0.062657736,0.3554698,0.08292976,-0.036857452,-0.2841293,0.02315083,0.05409363,0.0394892,-0.10529503,0.23989704,0.18915415,0.15507147,0.056338638,0.048581276,6.591136,-0.020453949,0.024702193,0.14537723,-0.7311264,0.118483186,-0.034170944,-0.060959984,0.14672866,-0.027282957,0.1557688,-0.021306103,0.052757096,0.161052,0.012952809,0.15024132,0.024259292,-0.045284066,0.029129902,-0.030858584,0.24344738,-0.017995477,0.06868022,0.074123144,0.1231653,0.15979674,-0.072217934,0.003890827,0.056998055,-0.023941295,0.14123458,0.08297519,-0.025268493,-0.06114118,-7.41649,0.045059856,0.026939835,0.052557595,0.24060419,0.0845443,0.19585466,0.22570202,0.10917065,-0.07773818,0.35057035,0.055817295,-0.059587725,0.04961627,1.1617649,0.106736116,0.070879065,-0.1121831,0.277282,0.16487376,-0.06366791,0.05268854,0.007267367,0.033937596,0.010549765,-0.011927177,0.40495732,-0.07734908,-0.14415325,0.05305023,0.053612635,0.17370954,0.04167419,-0.05207251,0.06420471,0.008626808,0.29112044,-0.04905892,0.16375752,-0.07560047,0.24690793,-0.10633015,-9.41816,0.07948115,0.11313421,0.059202738,0.018868143,-0.119518586,-0.03099249,0.13280952,-0.11226405,0.10989317,-0.06274875
-0.14449458,0.08673315,0.13621585,0.10073827,0.10573832,0.1143981,0.12302872,0.007108174,-0.13601291,0.22292098,-0.0779375,0.09149299,0.040538996,0.06097926,0.024540791,-0.031439703,0.094576456,-0.11840281,-0.06127872,0.16287333,0.15514863,0.04311998,-0.07862252,0.054098666,0.046480216,0.23934521,0.15071909,0.06642364,-0.013849264,0.25610653,0.17348741,0.13729745,0.18139313,0.09528292,-0.028729528,0.09149833,0.032098442,0.0881687,-0.07153277,0.037482373,-0.105047785,-0.16947538,0.14413413,0.16268036,0.106233716,0.23696119,0.20288889,-0.08982979,0.23671679,0.013114442,0.08426462,0.23231761,0.012086398,0.118969046,-0.114592016,0.15227795,0.058885306,0.10929686,-0.074434794,-0.03561368,0.0132377315,0.0035305587,0.028733125,0.03685501,0.051879052,-0.11563247,-0.08151798,0.1566047,0.030189103,0.1793508,-0.0018972789,-0.12280172,-0.06356284,0.0023366741,0.083620474,-0.09262148,0.029197128,0.060965996,0.058968965,0.099134035,0.10320087,0.18821293,0.12846416,0.03670692,-0.12719168,0.23593463,0.18936925,0.035255793,-0.16239399,-0.121586375,0.07616452,-0.01967726,0.3792658,0.037973866,-0.07972807,-0.2647973,0.03432983,0.058144268,0.027258813,-0.09078105,0.16799065,0.15160425,0.14034304,0.011011629,0.091868,6.5509715,-0.027845964,0.042418413,0.07780047,-0.72441304,0.10923969,-0.0150074335,-0.07463859,0.17985274,-0.045534313,0.15904076,-0.039020024,0.021129902,0.15586017,0.037941806,0.11057319,0.025358234,-0.011209945,0.03215902,-0.07890755,0.2123259,-0.0052871415,0.11583543,0.041204084,0.093947075,0.1760732,-0.10259824,0.045712985,0.104668304,-0.049474508,0.19651712,0.087583624,-0.026713956,-0.047047615,-7.3917875,0.059387658,-0.023591677,0.027768305,0.29026753,0.07772122,0.118433274,0.24244517,0.11647046,-0.05850482,0.3279873,0.06827124,-0.020759774,0.056901187,1.1821821,0.107036024,0.089410566,-0.08304285,0.31543812,0.12019238,-0.08955293,0.057350714,0.029060831,0.032783933,0.0026329462,-0.03688943,0.36884665,-0.07282373,-0.20307104,0.09642288,0.06665748,0.17646621,0.005952502,-0.091643885,0.09143554,-0.014898095,0.26954266,-0.08937959,0.11640588,-0.06070758,0.27018777,-0.076003335,-9.4689,0.025968306,0.038793862,0.07877343,0.075781666,-0.10318368,0.040653612,0.14548026,-0.062461462,0.13722336,-0.030726321
-0.14150935,0.041340847,0.15515627,0.12402763,0.071048506,0.13734084,0.13170834,0.011946302,-0.120412,0.1945144,-0.04273711,0.0844167,-0.022033341,0.1105538,0.037349474,-0.01859986,0.057801556,-0.13826573,-0.023688825,0.1537003,0.15157796,0.07491668,-0.06580923,0.04733643,0.02258034,0.2615964,0.1614829,0.028086744,-0.032629937,0.23783526,0.18895999,0.17537117,0.18569973,0.087010905,-0.03638699,0.10494847,0.035958312,0.08373904,-0.076043904,0.037928775,-0.11796829,-0.19860536,0.14995466,0.14015113,0.071570694,0.23223759,0.20232673,-0.08809276,0.25412366,0.040428184,0.06225887,0.23404296,-0.01677092,0.15606877,-0.15754956,0.1377452,0.038088,0.0942214,-0.07782942,-0.07606619,-0.010982801,0.016346926,0.046721812,0.031804204,0.033876933,-0.10756992,-0.0814473,0.18357174,0.006223056,0.18971796,-0.006412667,-0.11799646,-0.07153229,0.0049250685,0.08968838,-0.08151815,0.027926644,0.075439356,0.08250485,0.13570109,0.0941406,0.19525914,0.13045253,0.017630659,-0.0889069,0.21930146,0.2143631,0.059124507,-0.16363378,-0.12105477,0.10771839,-0.038740624,0.38401312,0.049684472,-0.087775685,-0.24984907,0.04144246,0.058644798,0.006922749,-0.09478277,0.18560027,0.13452627,0.1511886,0.0035528403,0.06139036,6.562848,-0.036520623,0.048529405,0.083896056,-0.7491061,0.1140731,0.009051816,-0.10885507,0.1769476,-0.03563287,0.11835452,-0.054122068,0.07460522,0.15461767,0.03104614,0.11573757,0.007091758,-0.023451552,0.03684528,-0.064539574,0.23705375,-0.026771916,0.107307814,0.054732423,0.09982623,0.16791621,-0.086458586,0.055382896,0.104460016,-0.065669775,0.18645167,0.083870865,-0.013025273,-0.055368256,-7.3947515,0.059149098,-0.014657541,0.02375423,0.2645512,0.06527992,0.1231163,0.23576014,0.11740685,-0.07709399,0.36014038,0.044086114,-0.041018195,0.014019132,1.1972281,0.10983756,0.08891371,-0.11961161,0.31978944,0.15790772,-0.079090066,0.063515104,0.020860609,0.020055797,-0.02272124,0.0018934956,0.42798567,-0.08156953,-0.20578563,0.06396027,0.07786668,0.18056184,0.014755616,-0.07106572,0.07705211,0.0037904014,0.29075104,-0.06943426,0.13831821,-0.067339085,0.26474077,-0.1217893,-9.445806,0.017500892,0.07097515,0.1073461,0.06621997,-0.11047421,0.021030905,0.17987978,-0.058018826,0.1354824,-0.03173437
-0.12282557,-0.024377452,0.1826624,0.017624142,0.024011072,0.10897011,0.11585132,-0.051025715,-0.08448104,0.24994716,-0.0054688887,0.01783204,-0.104256116,0.12169226,0.09481389,-0.0044905753,0.049556367,-0.08296889,-0.014545644,0.11927798,0.1481158,0.09729301,-0.08893882,0.016074665,0.03985506,0.24730799,0.18668178,-0.028517954,-0.027477948,0.2176776,0.13276923,0.17045797,0.18070538,0.080284275,-0.05357076,0.103378646,0.09739909,0.02308876,-0.07910869,0.043434557,-0.14420234,-0.24751638,0.19258961,0.113713466,0.049738325,0.2279048,0.14467774,-0.06100195,0.2776036,0.053687308,0.0517751,0.20941658,-0.05759551,0.16720939,-0.097539864,0.08898774,0.023936018,0.09642463,0.022053221,-0.051527448,-0.031875897,-0.024152964,0.08061847,0.062081322,-0.02542457,-0.10565798,-0.086560644,0.17810224,0.020411065,0.19122891,0.031626534,-0.069066875,-0.109533794,-0.034199726,0.11437113,-0.020127892,0.06388893,0.12098713,0.07353472,0.18590653,0.04009492,0.18981692,0.17317435,-0.022906378,-0.03689784,0.17194003,0.21990538,0.08510161,-0.13543484,-0.085512996,0.077001065,-0.06576036,0.31953922,0.11903295,-0.05095478,-0.18533088,0.06164208,0.09299982,0.014304711,-0.07121164,0.23270836,0.19961952,0.1312837,0.03406528,0.04265983,6.560404,-0.05161403,0.028518641,0.13448116,-0.67622805,0.09546075,-0.0093638925,-0.02326196,0.15608199,-0.034107853,0.12113575,0.013221299,0.099964336,0.09207205,0.043008815,0.100773804,0.034846317,-0.0032152846,0.06313682,-0.0014944926,0.2760546,-0.050729383,0.02170741,0.11107363,0.11800849,0.09334796,-0.0558247,0.012376449,0.07502854,-0.02771594,0.14745109,0.05125296,-0.007301553,-0.053209137,-7.432435,0.042455077,0.017788451,0.040899098,0.17618693,0.12329296,0.17111675,0.2260541,0.14171116,-0.10559243,0.3069393,0.030709341,-0.0962676,0.006845615,1.12942,0.06094002,0.07797863,-0.10723286,0.28960282,0.1741222,-0.06807126,0.042692184,0.05085228,0.0044513936,0.01310133,0.031934343,0.5104576,-0.12507486,-0.14877342,0.090108894,0.122142635,0.193726,0.040518552,-0.08689318,0.08760403,-0.011191027,0.2751406,-0.06297074,0.1699874,-0.06486654,0.24612775,-0.1847405,-9.437882,-0.073748894,0.10697224,0.03728593,0.03434427,-0.119874455,0.026089769,0.16056344,-0.07353988,0.13357082,0.008003245
-0.1699034,0.0242493,0.15490513,0.0796932,0.089557946,0.10338931,0.12535918,-0.03259228,-0.120162636,0.23437329,-0.054509886,0.056335565,-0.012231988,0.07824024,0.053029813,-0.0049214866,0.075301886,-0.11204225,-0.04420123,0.1470324,0.14632834,0.07138893,-0.080160595,0.025935156,0.048443753,0.24198559,0.16746862,0.028320437,-0.029388743,0.23526245,0.16383024,0.14034642,0.1886807,0.11978417,-0.035496663,0.094880484,0.07644467,0.08750102,-0.07517665,0.04828528,-0.115202904,-0.19764322,0.15789644,0.12831037,0.07233709,0.23211649,0.17572251,-0.06877987,0.250635,0.04958815,0.08081287,0.21671887,-0.027512379,0.13978316,-0.122361846,0.1255729,0.039016645,0.08351272,-0.03668894,-0.061702542,0.01871094,-0.0007178749,0.03642303,0.06333283,0.025104396,-0.09698434,-0.08679343,0.1731222,0.008221633,0.20068713,-0.000459635,-0.106041014,-0.091835916,-0.010498192,0.08905478,-0.04823101,0.03596972,0.08453136,0.06760893,0.1303573,0.067017056,0.19190937,0.1388326,0.015853629,-0.09021243,0.21960595,0.18740135,0.05874516,-0.13486591,-0.09635142,0.076195054,-0.0315445,0.35466447,0.05555918,-0.090008214,-0.20396148,0.06857837,0.078259505,0.011439101,-0.081288174,0.17543349,0.1530744,0.12587443,0.0059849317,0.08339283,6.5716066,-0.039583024,0.03353822,0.07718416,-0.7037592,0.102172285,-0.0075971163,-0.053310756,0.18944506,-0.048241287,0.14910102,-0.022211408,0.04615091,0.1122758,0.03454936,0.098079994,0.04057384,-0.020981483,0.04655098,-0.05054773,0.23238303,-0.0351593,0.06713569,0.05993259,0.099085085,0.14134946,-0.09409227,0.037645284,0.10676465,-0.046302702,0.18999818,0.06934753,-0.013493483,-0.046596702,-7.3865347,0.058154333,-0.00858674,0.029404385,0.2421061,0.10479241,0.11792335,0.2447777,0.13767786,-0.08406015,0.30272123,0.051861823,-0.05941132,0.026177516,1.180448,0.09064256,0.07269623,-0.08257353,0.3102515,0.148645,-0.07808817,0.0638638,0.039535977,0.030342458,0.00958721,-0.0068946173,0.40626258,-0.09699238,-0.20096605,0.10245631,0.11053805,0.20166476,0.018058173,-0.09166046,0.10631682,-0.026586773,0.27545413,-0.09166677,0.12260602,-0.068163015,0.2683243,-0.12133126,-9.465024,-0.022830095,0.071326636,0.06974866,0.068575315,-0.08642601,0.054361675,0.15552941,-0.051701058,0.13360742,-0.008784935
-0.14434084,0.0055199685,0.12796181,0.08061586,0.06358959,0.10347978,0.13837983,-0.039953075,-0.10338222,0.22232036,-0.085838564,0.08676229,0.013162514,0.07457314,0.050177373,0.0054480485,0.061393622,-0.13211356,-0.027145356,0.12016449,0.13810383,0.04922566,-0.055939943,0.056867465,0.045733366,0.24065086,0.16004467,-0.016261462,-0.027401913,0.20655884,0.14515713,0.13064922,0.1966626,0.11421554,-0.054323487,0.052563477,0.09019269,0.07901585,-0.09274414,0.038938325,-0.07017277,-0.1682778,0.17164353,0.09914191,0.07152381,0.25921267,0.14965945,-0.089520164,0.2527663,0.081546634,0.04391437,0.23004645,-0.043924905,0.15415381,-0.13752268,0.15308388,0.042793225,0.08385926,-0.03298029,-0.04041651,-0.023156323,0.0015177794,0.06443801,0.09129414,0.018710723,-0.10286376,-0.07603659,0.18125382,0.027025659,0.14945163,0.012873109,-0.07101124,-0.0386469,-0.004638192,0.06887689,-0.06501812,0.07470675,0.07229895,0.042897336,0.14358827,0.057427675,0.22377524,0.11565263,0.011778216,-0.068794206,0.24612896,0.20907593,0.08042734,-0.10960232,-0.08361407,0.08453579,-0.0050279666,0.34039775,0.050424624,-0.05661832,-0.21076633,0.065106876,0.11203032,-0.00870847,-0.09360125,0.16510713,0.12876113,0.15358174,0.0011665307,0.05699043,6.5532584,-0.034568865,0.01462978,0.11527624,-0.6970102,0.10146895,-0.01876924,-0.06757694,0.21096182,-0.039302606,0.16366945,-0.024419343,0.045988325,0.07463531,0.06526228,0.09201489,0.016135994,-0.0044666035,0.04813021,-0.033899818,0.22135903,-0.04034483,0.05489543,0.058838632,0.10034096,0.15058026,-0.06728217,0.083458036,0.07021915,-0.04665028,0.16743533,-0.025186563,-0.022862338,-0.084461436,-7.368745,0.031074313,0.008492457,0.03233459,0.23836543,0.03542733,0.13597381,0.25576577,0.15678951,-0.09707272,0.31207442,0.0628773,-0.027987646,0.018966556,1.1672565,0.08416232,0.06908822,-0.05914299,0.29213023,0.1894127,-0.084893316,0.08258007,0.026349938,-0.0037052694,0.03206712,0.043310255,0.38962737,-0.10914137,-0.20559269,0.048529305,0.13829288,0.18977602,-0.0036058093,-0.09384925,0.13591047,-0.032102138,0.25624493,-0.09246506,0.12368643,-0.057046823,0.28617257,-0.16205707,-9.494701,-0.038448777,0.09478476,0.13653445,0.05898021,-0.08765227,0.06422391,0.16592096,-0.059306197,0.14663407,0.0035295617
-0.14951403,0.016943188,0.16201013,0.07543658,0.07357772,0.122132026,0.13457513,-0.032537974,-0.10950768,0.20412648,-0.059450537,0.06406453,-0.017355664,0.103702344,0.05390929,0.01957915,0.05551721,-0.13346894,-0.019387435,0.13323185,0.12363562,0.061355885,-0.06196649,0.048919246,0.045158718,0.24833205,0.1522082,-0.0007105664,-0.046399605,0.22068162,0.1727055,0.1599489,0.18738881,0.10876838,-0.05848629,0.06718182,0.0811268,0.06525075,-0.087219276,0.05763622,-0.07804341,-0.19249268,0.18836786,0.11154603,0.08470988,0.23310374,0.16760203,-0.07210153,0.24942723,0.06971437,0.061002437,0.22078536,-0.043729346,0.16691491,-0.14342357,0.11895997,0.03500302,0.08853718,-0.03899262,-0.06309445,-0.01093654,0.0016719208,0.060743302,0.08453647,0.02149557,-0.10598373,-0.070169054,0.19398949,0.011478165,0.19390862,-0.0056231394,-0.08698118,-0.0926353,-0.0062074065,0.086778946,-0.04964666,0.060109384,0.10441383,0.07730679,0.13474643,0.049800556,0.21330538,0.12585294,0.010844782,-0.075673826,0.21337743,0.21223846,0.06959045,-0.11988798,-0.07591107,0.09801853,-0.019160494,0.33895916,0.06301187,-0.082772724,-0.20285977,0.062114045,0.087386906,0.0057918215,-0.090323746,0.17249195,0.14221254,0.15582055,-0.009335384,0.060094,6.560482,-0.03218455,0.037178077,0.103352755,-0.70025516,0.11422417,-0.00334303,-0.06637292,0.20400909,-0.04966356,0.12003267,-0.032857735,0.067096926,0.08803771,0.044978466,0.1007929,0.011134746,-0.004286327,0.058670387,-0.041134823,0.2355243,-0.05175812,0.07930134,0.07267499,0.09597429,0.14808002,-0.081829876,0.04960872,0.07475652,-0.051541578,0.17867202,0.0038665584,-0.016086008,-0.07663509,-7.3887897,0.05704355,-0.0052046175,0.014965595,0.2238757,0.06270219,0.11880299,0.23459387,0.15038018,-0.09601097,0.30266577,0.04566344,-0.040832862,0.0060307593,1.1793122,0.071247,0.07224488,-0.09094529,0.32168022,0.16569233,-0.085622124,0.07110636,0.047147136,-0.0064842463,0.013751988,0.032105964,0.4297335,-0.12577082,-0.19658543,0.087340206,0.1215046,0.19500764,0.007837775,-0.09981852,0.10649178,-0.023699353,0.27534193,-0.07643958,0.13152282,-0.046562918,0.28472868,-0.1652412,-9.468212,-0.06394373,0.07368487,0.10937421,0.053587873,-0.099858955,0.058269024,0.18183117,-0.04299482,0.1503265,0.010045406
